,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,price,hours,transactions,messaging,business type,special_hours,error
0,oBjkn8hlwdq_psLYcAPftQ,save-a-lot-chicago-6,Save A Lot,https://s3-media1.fl.yelpcdn.com/bphoto/LcD1wucRR9Qtmvs7_YdwvA/o.jpg,True,False,https://www.yelp.com/biz/save-a-lot-chicago-6?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+17736434867,(773) 643-4867,5.0,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'discountstore', 'title': 'Discount Store'}]",4.0,"{'address1': '7240 S Stony Island Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60649', 'country': 'US', 'state': 'IL', 'display_address': ['7240 S Stony Island Ave', 'Chicago, IL 60649'], 'cross_streets': '72nd Pl'}","{'latitude': 41.7630478069622, 'longitude': -87.5873888593752}",['https://s3-media1.fl.yelpcdn.com/bphoto/LcD1wucRR9Qtmvs7_YdwvA/o.jpg'],$,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],"{'url': 'https://www.yelp.com/raq/oBjkn8hlwdq_psLYcAPftQ?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw#popup%3Araq', 'use_case_text': 'Message the Business'}",Grocery Store,,
1,fW05R2lbgRKW0xQqJAae9w,harbor-chicago-3,Harbor,https://s3-media1.fl.yelpcdn.com/bphoto/c2tb7ImWU0KZAcoGpmrREA/o.jpg,True,False,https://www.yelp.com/biz/harbor-chicago-3?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+13127361570,(312) 736-1570,76.0,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'address1': '1312 S Wabash Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60605', 'country': 'US', 'state': 'IL', 'display_address': ['1312 S Wabash Ave', 'Chicago, IL 60605'], 'cross_streets': '13th St & 14th St'}","{'latitude': 41.86528, 'longitude': -87.62623}","['https://s3-media1.fl.yelpcdn.com/bphoto/c2tb7ImWU0KZAcoGpmrREA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/iWaYn7_lgHVv51nCeuRICQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/0MSQnjQVUYLPmvBWH2paFQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['delivery', 'pickup']",,Restaurant,,
2,CQwWhr6kWJFFMJo4opQIEA,huaraches-mexican-restaurant-chicago,Huaraches Mexican Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/sFYa7dccXXo_ZpwxA3Z_Rw/o.jpg,True,False,https://www.yelp.com/biz/huaraches-mexican-restaurant-chicago?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+17737911210,(773) 791-1210,7.0,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'address1': '4231 S Archer Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60632', 'country': 'US', 'state': 'IL', 'display_address': ['4231 S Archer Ave', 'Chicago, IL 60632'], 'cross_streets': 'Whipple St & Sacramento Ave'}","{'latitude': 41.81632, 'longitude': -87.69998}","['https://s3-media4.fl.yelpcdn.com/bphoto/sFYa7dccXXo_ZpwxA3Z_Rw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/Vdq53M_nkmhXtqr3TZsMaQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/fw8yNA2UNSlQLlDOjGoEvQ/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']","{'url': 'https://www.yelp.com/raq/CQwWhr6kWJFFMJo4opQIEA?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw#popup%3Araq', 'use_case_text': 'Message the Business'}",Restaurant,,
3,En7wH6QM_qpJJUsn6TeuTg,mickys-chicken-and-fish-chicago,Micky's Chicken & Fish,https://s3-media2.fl.yelpcdn.com/bphoto/O8YBpnMIavClg2A0N-4c4Q/o.jpg,True,False,https://www.yelp.com/biz/mickys-chicken-and-fish-chicago?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+13125660406,(312) 566-0406,58.0,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'soulfood', 'title': 'Soul Food'}]",3.5,"{'address1': '408 S Clark St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60605', 'country': 'US', 'state': 'IL', 'display_address': ['408 S Clark St', 'Chicago, IL 60605'], 'cross_streets': 'Congress Pky & Van Buren St'}","{'latitude': 41.87641, 'longitude': -87.63106}","['https://s3-media2.fl.yelpcdn.com/bphoto/O8YBpnMIavClg2A0N-4c4Q/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/8UlJhlk7OZV6IW17IPTNxw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/lPJ5KWAOrbM65ojszs_MLw/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1600', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['delivery', 'pickup']",,Restaurant,,
4,gvis1znObx1ff68rOl7Ing,doreens-pizzeria-chicago-2,Doreen's Pizzeria,https://s3-media3.fl.yelpcdn.com/bphoto/537Ba5Qrm5Wk5vpIWNxMMg/o.jpg,True,False,https://www.yelp.com/biz/doreens-pizzeria-chicago-2?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+17736460063,(773) 646-0063,40.0,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"{'address1': '13201 S Baltimore Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60633', 'country': 'US', 'state': 'IL', 'display_address': ['13201 S Baltimore Ave', 'Chicago, IL 60633'], 'cross_streets': '133rd St & 132nd St'}","{'latitude': 41.6553802490234, 'longitude': -87.5467681884766}","['https://s3-media3.fl.yelpcdn.com/bphoto/537Ba5Qrm5Wk5vpIWNxMMg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/SoT9zJfQb8xtL_l--EHIJA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/RN-M9K6lOjhCdSFlPsqafA/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,Restaurant,,
5,tRCIj5pMhu6rV8nxlWCzXQ,sapori-napoletani-chicago,Sapori Napoletani,https://s3-media1.fl.yelpcdn.com/bphoto/NruHa6jNw--k-ZIDL_JmCQ/o.jpg,True,False,https://www.yelp.com/biz/sapori-napoletani-chicago?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+17736287894,(773) 628-7894,166.0,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'address1': '6050 N Northwest Hwy', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60631', 'country': 'US', 'state': 'IL', 'display_address': ['6050 N Northwest Hwy', 'Chicago, IL 60631'], 'cross_streets': 'Nettleton Ave & Neola Ave'}","{'latitude': 41.9910277806832, 'longitude': -87.7974086319466}","['https://s3-media1.fl.yelpcdn.com/bphoto/NruHa6jNw--k-ZIDL_JmCQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/JdplxsijKparQ1uO9w9QJw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/-dKfsG-hrs4-GhDxasTzeQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['delivery', 'pickup']",,Restaurant,,
6,No4K2OsP4a9KIN24nXc6Sw,the-new-400-theaters-chicago,The New 400 Theaters,https://s3-media2.fl.yelpcdn.com/bphoto/L_3yJ9NkqoeMAiIxPG9uKA/o.jpg,True,False,https://www.yelp.com/biz/the-new-400-theaters-chicago?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+17738565980,(773) 856-5980,279.0,"[{'alias': 'movietheaters', 'title': 'Cinema'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'address1': '6746 N Sheridan Rd', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60626', 'country': 'US', 'state': 'IL', 'display_address': ['6746 N Sheridan Rd', 'Chicago, IL 60626'], 'cross_streets': 'Columbia Ave & Pratt Blvd'}","{'latitude': 42.0047915469455, 'longitude': -87.661452849749}","['https://s3-media2.fl.yelpcdn.com/bphoto/L_3yJ9NkqoeMAiIxPG9uKA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/i5a426lwLJRGRP4KMWXHGw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/fEZcPymwXyGmiXaUHUSfBw/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],,Other,,
7,UvE96r3gaa6fGDeNpnUaWQ,chicago-pita-kitchen-chicago,Chicago Pita Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/q1K96Ohp_1eqXUTU6QpIJA/o.jpg,True,False,https://www.yelp.com/biz/chicago-pita-kitchen-chicago?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+17736462000,(773) 646-2000,49.0,"[{'alias': 'greek', 'title': 'Greek'}]",4.0,"{'address1': '13227 S Brainard Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60633', 'country': 'US', 'state': 'IL', 'display_address': ['13227 S Brainard Ave', 'Chicago, IL 60633'], 'cross_streets': 'Muskegon Ave & Escanaba Ave'}","{'latitude': 41.65498, 'longitude': -87.55391}","['https://s3-media1.fl.yelpcdn.com/bphoto/q1K96Ohp_1eqXUTU6QpIJA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/vfX9SHSDzPSWkBR2UPdhIQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/nKdWfGrLcrdjhRYXycdGBA/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,Restaurant,,
8,ROeA-OixVa0mn439MUL77A,north-shore-kosher-bakery-chicago,North Shore Kosher Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/PyMq3HR5P0OvP9RRB3L3iQ/o.jpg,True,False,https://www.yelp.com/biz/north-shore-kosher-bakery-chicago?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+17732620600,(773) 262-0600,40.0,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}]",4.0,"{'address1': '2919 W Touhy Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60645', 'country': 'US', 'state': 'IL', 'display_address': ['2919 W Touhy Ave', 'Chicago, IL 60645'], 'cross_streets': 'Sacramento Ave & Francisco Ave'}","{'latitude': 42.0117416381836, 'longitude': -87.7028961181641}","['https://s3-media2.fl.yelpcdn.com/bphoto/PyMq3HR5P0OvP9RRB3L3iQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/SYjWDbRWSmya9pUFureWCw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/CZ3Bi5OwgumF6dAgB2hN-w/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1400', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1400', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '1400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",['delivery'],,Bakery,,
9,oDNqLMfJaPk1Ff2snEqomA,midwest-coast-brewing-chicago-2,Midwest Coast Brewing,https://s3-media2.fl.yelpcdn.com/bphoto/AFu5meT2U-mb9qcpXFvR9w/o.jpg,True,False,https://www.yelp.com/biz/midwest-coast-brewing-chicago-2?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+13123611176,(312) 361-1176,44.0,"[{'alias': 'breweries', 'title': 'Breweries'}]",4.5,"{'address1': '2137 W Walnut St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60612', 'country': 'US', 'state': 'IL', 'display_address': ['2137 W Walnut St', 'Chicago, IL 60612'], 'cross_streets': 'Leavitt St & Hoyne Ave'}","{'latitude': 41.88554, 'longitude': -87.68073}","['https://s3-media2.fl.yelpcdn.com/bphoto/AFu5meT2U-mb9qcpXFvR9w/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/pCUY2jyTV6pd4f6W7zZ2Cw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/EPLpDzCVdZw4akXNJJu91Q/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1400', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1400', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1400', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],"{'url': 'https://www.yelp.com/raq/oDNqLMfJaPk1Ff2snEqomA?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw#popup%3Araq', 'use_case_text': 'Message the Business'}",BREWERY,,
